,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.drop,participant.single,participant.page_number,participant.oppo_list,participant.payoffs_list,participant.oppo_payoffs_list,participant.nodes_list,participant.oppo_nodes_list,participant.takes_list,participant.oppo_takes_list,participant.order,participant.finished,participant.prolificID,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.return_url,session.config.participation_fee,session.config.real_world_currency_per_point,Intro.1.player.id_in_group,Intro.1.player.role,Intro.1.player.payoff,Intro.1.player.prolific_id,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,Section_1.1.player.id_in_group,Section_1.1.player.role,Section_1.1.player.payoff,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_1.1.group.id_in_subsession,Section_1.1.subsession.round_number,Section_2_3.1.player.id_in_group,Section_2_3.1.player.role,Section_2_3.1.player.payoff,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_2_3.1.group.id_in_subsession,Section_2_3.1.subsession.round_number,Section_4_5.1.player.id_in_group,Section_4_5.1.player.role,Section_4_5.1.player.payoff,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.parsed_questions,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_4_5.1.player.passing_threshold,Section_4_5.1.group.id_in_subsession,Section_4_5.1.subsession.round_number,Section_6.1.player.id_in_group,Section_6.1.player.role,Section_6.1.player.payoff,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_6.1.group.id_in_subsession,Section_6.1.subsession.round_number,Section_7.1.player.id_in_group,Section_7.1.player.role,Section_7.1.player.payoff,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.subjects,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Section_7.1.group.id_in_subsession,Section_7.1.subsession.round_number,Exp2_Intro.1.player.id_in_group,Exp2_Intro.1.player.role,Exp2_Intro.1.player.payoff,Exp2_Intro.1.player.prolific_id,Exp2_Intro.1.group.id_in_subsession,Exp2_Intro.1.subsession.round_number,Exp2_Section_1.1.player.id_in_group,Exp2_Section_1.1.player.role,Exp2_Section_1.1.player.payoff,Exp2_Section_1.1.player.question1,Exp2_Section_1.1.player.question2,Exp2_Section_1.1.player.question3,Exp2_Section_1.1.player.question4,Exp2_Section_1.1.player.question5,Exp2_Section_1.1.player.question6,Exp2_Section_1.1.player.question7,Exp2_Section_1.1.player.question8,Exp2_Section_1.1.player.question9,Exp2_Section_1.1.player.question10,Exp2_Section_1.1.player.stem_quiz_1_answers,Exp2_Section_1.1.player.stem_quiz_1_score,Exp2_Section_1.1.player.num_tab_switches_in_section_1,Exp2_Section_1.1.player.total_time_hidden_in_section_1,Exp2_Section_1.1.group.id_in_subsession,Exp2_Section_1.1.subsession.round_number,Exp2_Section_2_3.1.player.id_in_group,Exp2_Section_2_3.1.player.role,Exp2_Section_2_3.1.player.payoff,Exp2_Section_2_3.1.player.track,Exp2_Section_2_3.1.player.path,Exp2_Section_2_3.1.player.preferred_info_structure,Exp2_Section_2_3.1.player.performance,Exp2_Section_2_3.1.player.ball_color,Exp2_Section_2_3.1.player.overplacement,Exp2_Section_2_3.1.player.overestimation,Exp2_Section_2_3.1.player.passing_threshold,Exp2_Section_2_3.1.player.ball_origin_estimation,Exp2_Section_2_3.1.group.id_in_subsession,Exp2_Section_2_3.1.subsession.round_number,Exp2_Section_4.1.player.id_in_group,Exp2_Section_4.1.player.role,Exp2_Section_4.1.player.payoff,Exp2_Section_4.1.player.schools_private_independent,Exp2_Section_4.1.player.schools_private_religious,Exp2_Section_4.1.player.schools_public_school,Exp2_Section_4.1.player.schools_homeschool,Exp2_Section_4.1.player.schools_online_school,Exp2_Section_4.1.player.schools_charter_school,Exp2_Section_4.1.player.schools_all_girls_school,Exp2_Section_4.1.player.schools_all_boys_school,Exp2_Section_4.1.player.schools_stem_oriented_school,Exp2_Section_4.1.player.subjects,Exp2_Section_4.1.player.experience,Exp2_Section_4.1.group.id_in_subsession,Exp2_Section_4.1.subsession.round_number,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
0,4,wzyg89ai,,0,18,18,Section_7,EndSurvey,2024-09-25 23:25:33.978945,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,4,,0.0,66a403d685b8011f29d8cace,1,1,4,,0.0,B,B,B,D,A,C,B,B,B,A,BBBDACBBBA,0.0,0.0,0.0,1,1,4,,0.0,noisy,random,positive,Fail,red,50.0,5.0,5.0,Pass Box,1,1,4,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,5.0,1,1,4,,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,1,1,4,,0.0,0,0,1,0,0,0,0,0,0,Been awhile since school,General Studies,Interesting set of questions,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49be789f9b44a1ee661c7,66a403d685b8011f29d8cace,APPROVED,Not Applicable,2024-09-25T23:25:31.156000Z,2024-09-25T23:32:27.292000Z,2024-09-25T23:32:30.447000Z,2024-09-25T23:32:28.161940Z,417.0,C1BTHULB,6,Mixed,Technical/community college,43,Female,Other,United States,United States,United States,English,No,Full-Time
1,5,hudmlbbu,,0,18,18,Section_7,EndSurvey,2024-09-25 23:26:15.283092,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,5,,0.0,5924f4910a3e3e0001f1018e,1,1,5,,0.0,D,A,B,B,B,A,A,C,B,D,DABBBAACBD,0.4,0.0,0.0,1,1,5,,0.0,noisy,random,negative,Pass,red,10.0,1.0,2.0,Pass Box,1,1,5,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,2.0,1,1,5,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,5,,0.0,0,0,1,0,0,0,0,0,0,I am not good at math. ,"Economics, Finance, Business Administration",My experience was fine throughout this process.,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c0e7128dd90ffcb1b1b,5924f4910a3e3e0001f1018e,APPROVED,Not Applicable,2024-09-25T23:26:12.090000Z,2024-09-25T23:35:20.103000Z,2024-09-25T23:35:23.504000Z,2024-09-25T23:35:20.880416Z,549.0,C1BTHULB,3484,South Asian,Undergraduate degree (BA/BSc/other),47,Male,Asian,United States,United States,United States,English,No,Part-Time
2,6,awa47p9d,,0,18,18,Section_7,EndSurvey,2024-09-25 23:26:26.964481,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,6,,0.0,66f4741301fe3b3ef8362ab8,1,1,6,,0.0,A,C,B,C,B,D,B,C,C,B,ACBCBDBCCB,0.5,0.0,0.0,1,1,6,,0.0,noisy,random,ground,Pass,red,20.0,1.0,3.0,Pass Box,1,1,6,,0.0,D,B,A,C,B,D,A,B,C,C,DBACBDABCC,0.9,Non-STEM Track,,0.0,0.0,3.0,1,1,6,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,6,,0.0,0,0,1,0,1,0,0,0,0,I am more interested in the liberal arts,I'll study some psychology and it helps me better interact with the elderly I help you take care of.,Good.,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c1ad904b188e090b76b,66f4741301fe3b3ef8362ab8,APPROVED,Not Applicable,2024-09-25T23:26:23.454000Z,2024-09-25T23:37:06.343000Z,2024-09-25T23:37:08.434000Z,2024-09-25T23:37:07.041613Z,643.0,C1BTHULB,8,Rather not say,High school diploma/A-levels,22,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
3,7,3u91ri44,,0,18,18,Section_7,EndSurvey,2024-09-25 23:26:50.694317,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,7,,0.0,66bcc693015b9f04ddf0d858,1,1,7,,0.0,D,B,B,C,A,A,A,A,B,C,DBBCAAAABC,0.0,0.0,0.0,1,1,7,,0.0,noisy,random,negative,Fail,black,5.0,0.0,1.0,Fail Box,1,1,7,,0.0,A,D,B,C,A,D,D,C,C,C,ADBCADDCCC,0.3,STEM Track,,0.0,0.0,1.0,1,1,7,,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,1,1,7,,0.0,0,0,1,0,0,0,0,0,0,Random,Language arts social studies,Difficult ,STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c3034ef9f9cb9db7fa9,66bcc693015b9f04ddf0d858,APPROVED,Not Applicable,2024-09-25T23:26:46.697000Z,2024-09-25T23:42:45.364000Z,2024-09-25T23:42:48.354000Z,2024-09-25T23:42:46.014566Z,959.0,C1BTHULB,99,Mixed,High school diploma/A-levels,35,Female,Other,United States,United States,United States,English,No,Full-Time
4,8,sf13jfsh,,0,18,18,Section_7,EndSurvey,2024-09-25 23:26:57.571245,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,8,,0.0,5b1200ffd282ff00015c0154,1,1,8,,0.0,D,A,A,B,D,B,A,A,B,A,DAABDBAABA,0.3,0.0,0.0,1,1,8,,0.0,noisy,random,negative,Pass,red,10.0,1.0,2.0,Not Sure,1,1,8,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,2.0,1,1,8,,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,1,1,8,,0.0,0,1,1,0,0,0,0,0,0,I stink at math and am good at English,"English, Logistics","It made me feel dumb, but that's okay.",Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c36fe9a853f0934c82c,5b1200ffd282ff00015c0154,APPROVED,Not Applicable,2024-09-25T23:26:54.146000Z,2024-09-25T23:34:39.765000Z,2024-09-25T23:34:43.079000Z,2024-09-25T23:34:40.514140Z,466.0,C1BTHULB,2215,East Asian,High school diploma/A-levels,37,Male,Asian,United States,United States,United States,English,No,Full-Time
5,9,0iw78jr7,,0,18,18,Section_7,EndSurvey,2024-09-25 23:27:09.884987,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,9,,0.0,66439aa2599ba2e93a6060be,1,1,9,,0.0,A,C,B,B,D,B,D,C,A,D,ACBBDBDCAD,0.5,0.0,0.0,1,1,9,,0.0,noisy,random,negative,Fail,black,75.0,7.0,6.0,Fail Box,1,1,9,,0.0,D,A,A,C,B,D,A,B,C,D,DAACBDABCD,0.9,Non-STEM Track,,0.0,0.0,6.0,1,1,9,,0.0,C,R,R,R,R,R,R,C,C,C,C,CRRRRRRCCCC,1,1,9,,0.0,1,1,1,0,0,0,0,0,1,"Because it's more guaranteed money due to how STEM can encompass a grand net that, regardless of what I studied, would include things that I could possibly not be prepared for.",I studied Mechanical Engineering and work as a Field Engineer,"It felt simple enough, no real feedback here",Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c45b48ed79252a89425,66439aa2599ba2e93a6060be,APPROVED,Not Applicable,2024-09-25T23:27:06.951000Z,2024-09-25T23:39:52.867000Z,2024-09-25T23:40:26.393000Z,2024-09-25T23:40:22.500409Z,766.0,C1BTHULB,190,Latino/Hispanic,Undergraduate degree (BA/BSc/other),24,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking)
6,10,xet9j893,,0,18,18,Section_7,EndSurvey,2024-09-25 23:27:51.855083,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,10,,0.0,66a965386e7c4019aa30a91c,1,1,10,,0.0,D,C,A,D,C,A,C,A,C,C,DCADCACACC,0.1,0.0,0.0,1,1,10,,0.0,noisy,random,negative,Fail,red,50.0,6.0,3.0,Fail Box,1,1,10,,0.0,C,A,C,C,A,A,D,B,B,C,CACCAADBBC,0.5,STEM Track,,0.0,0.0,3.0,1,1,10,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,10,,0.0,0,0,1,0,0,0,0,0,0,I like a challenge ,Math reading writing typing,It was different from other studies I enjoyed it,STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c587f8713ee039786ab,66a965386e7c4019aa30a91c,APPROVED,Not Applicable,2024-09-25T23:27:42.418000Z,2024-09-25T23:38:49.312000Z,2024-09-25T23:40:19.356000Z,2024-09-25T23:40:15.023428Z,667.0,C1BTHULB,21,White,High school diploma/A-levels,40,Female,White,United States,United States,United States,English,No,Part-Time
7,11,j2xvixmp,,0,18,18,Section_7,EndSurvey,2024-09-25 23:28:00.223588,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,11,,0.0,66b5830fb162e9d0650ff37d,1,1,11,,0.0,D,A,B,B,B,B,C,A,A,C,DABBBBCAAC,0.4,0.0,0.0,1,1,11,,0.0,noisy,random,ground,Pass,red,30.0,2.0,2.0,Pass Box,1,1,11,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,2.0,1,1,11,,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,1,1,11,,0.0,0,0,1,0,0,0,0,0,0,"I wasn't a STEM student and never excelled at math, so I doubt I would've performed adequately. ",I have worked in marketing and studied adolescent education with a focus on history.,,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c5910034d063f63c064,66b5830fb162e9d0650ff37d,APPROVED,Not Applicable,2024-09-25T23:27:53.245000Z,2024-09-25T23:43:29Z,2024-09-25T23:43:30.438000Z,2024-09-25T23:43:30.332779Z,936.0,C1BTHULB,25,Middle Eastern,Undergraduate degree (BA/BSc/other),27,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
8,12,ewin6e2z,,0,18,18,Section_7,EndSurvey,2024-09-25 23:28:02.503162,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,12,,0.0,656363e1970350a7d45fbb75,1,1,12,,0.0,D,A,C,C,D,B,A,A,A,A,DACCDBAAAA,0.3,0.0,0.0,1,1,12,,0.0,noisy,random,positive,Fail,red,0.0,4.0,5.0,Not Sure,1,1,12,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,5.0,1,1,12,,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,1,1,12,,0.0,0,1,1,0,0,0,0,0,0,"I didn't know how to answer the first group of questions, so I figured anything else would be better.",English language and literature,"The STEM questions were tough for me, but it was fun to try!",Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c7531a201ef4b69702a,656363e1970350a7d45fbb75,APPROVED,Not Applicable,2024-09-25T23:27:58.907000Z,2024-09-25T23:47:17.406000Z,2024-09-25T23:47:37.462000Z,2024-09-25T23:47:18.163622Z,1159.0,C1BTHULB,142,Mixed,Graduate degree (MA/MSc/MPhil/other),34,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
9,13,pldacg6m,,0,18,18,Section_7,EndSurvey,2024-09-25 23:28:05.724274,1,,,0.0,,,,,,,,,,,,,,czcerakw,,,,,0,Experiment_1_Persistence,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,13,,0.0,64332b93d1cde024292baf53,1,1,13,,0.0,B,C,C,D,C,A,D,C,A,C,BCCDCADCAC,0.3,0.0,0.0,1,1,13,,0.0,noisy,random,ground,Pass,red,10.0,0.0,2.0,Fail Box,1,1,13,,0.0,A,A,A,C,B,D,A,B,C,D,AAACBDABCD,0.8,Non-STEM Track,,0.0,0.0,2.0,1,1,13,,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,1,1,13,,0.0,0,0,1,0,0,0,0,0,0,I'm not sure.  ,Early Childhood Education,YIKES!  I was so confused.  I've never done math like that. ,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f49c7aec3a4fe24fb1c13d,64332b93d1cde024292baf53,APPROVED,Not Applicable,2024-09-25T23:28:02.156000Z,2024-09-25T23:43:18.430000Z,2024-09-25T23:43:20.230000Z,2024-09-25T23:43:19.119051Z,917.0,C1BTHULB,1013,White,High school diploma/A-levels,51,Female,White,United States,United States,United States,English,No,Full-Time
