,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.drop,participant.single,participant.page_number,participant.oppo_list,participant.payoffs_list,participant.oppo_payoffs_list,participant.nodes_list,participant.oppo_nodes_list,participant.takes_list,participant.oppo_takes_list,participant.order,participant.finished,participant.prolificID,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.return_url,session.config.real_world_currency_per_point,Exp2_Intro.1.player.id_in_group,Exp2_Intro.1.player.role,Exp2_Intro.1.player.payoff,Exp2_Intro.1.player.prolific_id,Exp2_Intro.1.group.id_in_subsession,Exp2_Intro.1.subsession.round_number,Exp2_Section_1.1.player.id_in_group,Exp2_Section_1.1.player.role,Exp2_Section_1.1.player.payoff,Exp2_Section_1.1.player.question1,Exp2_Section_1.1.player.question2,Exp2_Section_1.1.player.question3,Exp2_Section_1.1.player.question4,Exp2_Section_1.1.player.question5,Exp2_Section_1.1.player.question6,Exp2_Section_1.1.player.question7,Exp2_Section_1.1.player.question8,Exp2_Section_1.1.player.question9,Exp2_Section_1.1.player.question10,Exp2_Section_1.1.player.stem_quiz_1_answers,Exp2_Section_1.1.player.stem_quiz_1_score,Exp2_Section_1.1.player.num_tab_switches_in_section_1,Exp2_Section_1.1.player.total_time_hidden_in_section_1,Exp2_Section_1.1.group.id_in_subsession,Exp2_Section_1.1.subsession.round_number,Exp2_Section_2_3.1.player.id_in_group,Exp2_Section_2_3.1.player.role,Exp2_Section_2_3.1.player.payoff,Exp2_Section_2_3.1.player.track,Exp2_Section_2_3.1.player.path,Exp2_Section_2_3.1.player.preferred_info_structure,Exp2_Section_2_3.1.player.performance,Exp2_Section_2_3.1.player.ball_color,Exp2_Section_2_3.1.player.overplacement,Exp2_Section_2_3.1.player.overestimation,Exp2_Section_2_3.1.player.passing_threshold,Exp2_Section_2_3.1.player.ball_origin_estimation,Exp2_Section_2_3.1.group.id_in_subsession,Exp2_Section_2_3.1.subsession.round_number,Exp2_Section_4.1.player.id_in_group,Exp2_Section_4.1.player.role,Exp2_Section_4.1.player.payoff,Exp2_Section_4.1.player.schools_private_independent,Exp2_Section_4.1.player.schools_private_religious,Exp2_Section_4.1.player.schools_public_school,Exp2_Section_4.1.player.schools_homeschool,Exp2_Section_4.1.player.schools_online_school,Exp2_Section_4.1.player.schools_charter_school,Exp2_Section_4.1.player.schools_all_girls_school,Exp2_Section_4.1.player.schools_all_boys_school,Exp2_Section_4.1.player.schools_stem_oriented_school,Exp2_Section_4.1.player.subjects,Exp2_Section_4.1.player.experience,Exp2_Section_4.1.group.id_in_subsession,Exp2_Section_4.1.subsession.round_number,Intro.1.player.id_in_group,Intro.1.player.role,Intro.1.player.payoff,Intro.1.player.prolific_id,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,Section_1.1.player.id_in_group,Section_1.1.player.role,Section_1.1.player.payoff,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_1.1.group.id_in_subsession,Section_1.1.subsession.round_number,Section_2_3.1.player.id_in_group,Section_2_3.1.player.role,Section_2_3.1.player.payoff,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_2_3.1.group.id_in_subsession,Section_2_3.1.subsession.round_number,Section_4_5.1.player.id_in_group,Section_4_5.1.player.role,Section_4_5.1.player.payoff,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.parsed_questions,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_4_5.1.player.passing_threshold,Section_4_5.1.group.id_in_subsession,Section_4_5.1.subsession.round_number,Section_6.1.player.id_in_group,Section_6.1.player.role,Section_6.1.player.payoff,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_6.1.group.id_in_subsession,Section_6.1.subsession.round_number,Section_7.1.player.id_in_group,Section_7.1.player.role,Section_7.1.player.payoff,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.subjects,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Section_7.1.group.id_in_subsession,Section_7.1.subsession.round_number,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
0,5,0src7ikj,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:05:33.289283,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,5,,0.0,6543b879aa5e69032959f4d1,1,1,5,,0.0,B,D,C,D,A,C,B,C,C,B,BDCDACBCCB,0.4,0.0,0.0,1,1,5,,0.0,noisy,explanation,Choice B,Pass,red,50.0,2.0,2.0,Fail Box,1,1,5,,0.0,0,0,1,1,1,0,0,0,0,"english, science, social studies, math, chorus, piano, art","I was never good at math, so this was difficult for me.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f19fd330ae5ecd77f3d702,6543b879aa5e69032959f4d1,APPROVED,Not Applicable,2024-09-23T17:05:28.807000Z,2024-09-23T17:12:38.019000Z,2024-09-23T17:15:33.149000Z,2024-09-23T17:15:48.798819Z,430.0,C1BTHULB,301,White,High school diploma/A-levels,27,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
2,7,4o2q6giw,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:07:58.327520,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,7,,0.0,66a06477b60e5f14713a8fa4,1,1,7,,0.0,B,B,A,B,B,B,A,B,C,B,BBABBBABCB,0.5,0.0,0.0,1,1,7,,0.0,noisy,explanation,Choice A,Fail,red,78.0,7.0,7.0,Pass Box,1,1,7,,0.0,0,0,1,0,0,0,0,0,0,"Common subjects studied in school include:    Mathematics: Fundamental for various fields, including engineering and finance.  Science: Subjects like biology, chemistry, and physics are key for health, research, and technology sectors.  Literature and Language Arts: Important for communication skills, relevant in many industries.  Social Studies: Provides context for understanding societal structures and issues.  As for industries, popular ones include:    Technology: Involves software development, data analysis, and IT services.  Healthcare: Encompasses roles in nursing, medicine, and health administration.  Education: Involves teaching, administration, and educational policy.  Finance: Covers banking, investment, and economic analysis.  These subjects and industries often intersect, influencing career paths and professional development.        ","I appreciate the opportunity to engage in this process! It’s been a thoughtful discussion that highlights various topics. Feedback-wise, clarity in prompts and a structured approach help streamline the conversation, ensuring that responses are relevant and concise. If there are any specific areas you’d like to explore further or adjust in the process, I’d be happy to assist!",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a05f83a561c9a3e67f8e,66a06477b60e5f14713a8fa4,APPROVED,Not Applicable,2024-09-23T17:07:53.644000Z,2024-09-23T17:20:03.957000Z,2024-09-23T18:20:22.962000Z,2024-09-23T18:22:07.704602Z,731.0,C1BTHULB,97,Black/African American,Graduate degree (MA/MSc/MPhil/other),29,Male,Black,DATA_EXPIRED,United States,United States,English,Yes,Part-Time
3,8,eb82ggy1,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:08:21.302461,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,8,,0.0,62839b5f73ebabded1ce5e68,1,1,8,,0.0,B,B,C,B,B,C,B,C,A,A,BBCBBCBCAA,0.4,0.0,0.0,1,1,8,,0.0,noisy,explanation,Choice A,Pass,black,1.0,1.0,2.0,Pass Box,1,1,8,,0.0,0,0,1,0,1,0,0,0,0,,It was mind numbing.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a07cc9ccfc519d9a97fe,62839b5f73ebabded1ce5e68,APPROVED,Not Applicable,2024-09-23T17:08:17.593000Z,2024-09-23T17:15:28.840000Z,2024-09-23T17:16:03.541000Z,2024-09-23T17:18:24.778665Z,432.0,C1BTHULB,1262,Latino/Hispanic,Technical/community college,28,Male,Other,United States,United States,United States,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
4,9,wwycf9oc,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:08:23.525259,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,9,,0.0,608209b96e955ba5201eff25,1,1,9,,0.0,B,A,B,B,B,B,B,B,B,B,BABBBBBBBB,0.5,2.0,182.746,1,1,9,,0.0,noisy,explanation,Choice A,Pass,black,20.0,2.0,3.0,Pass Box,1,1,9,,0.0,0,1,0,0,0,0,0,0,0,"in college, im studying religious studies, museum studies, and linguistics.",the math questions were nigh impossible for me,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a080d9cb1d7e16685805,608209b96e955ba5201eff25,APPROVED,Not Applicable,2024-09-23T17:08:21.133000Z,2024-09-23T17:16:01.873000Z,2024-09-23T17:16:06.357000Z,2024-09-23T17:18:30.302807Z,461.0,C1BTHULB,4448,White,High school diploma/A-levels,23,Female,White,United States,United States,United States,English,Yes,Part-Time
5,10,bsam7xbx,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:08:41.319826,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,10,,0.0,5f8bad1242efeb2f49156f51,1,1,10,,0.0,B,A,B,D,B,B,B,A,B,A,BABDBBBABA,0.3,0.0,0.0,1,1,10,,0.0,noisy,explanation,Choice B,Pass,red,20.0,4.0,3.0,Pass Box,1,1,10,,0.0,0,1,1,1,0,0,0,0,0,"History, English, Computer Science",It was very challenging and enjoyable.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a092d9cb1d7e16685809,5f8bad1242efeb2f49156f51,APPROVED,Not Applicable,2024-09-23T17:08:38.435000Z,2024-09-23T17:14:09.441000Z,2024-09-23T17:15:52.830000Z,2024-09-23T17:17:57.104730Z,332.0,C1BTHULB,2958,White,Undergraduate degree (BA/BSc/other),33,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6,11,p93cbqwu,,0,3,12,Exp2_Section_1,Section_1,2024-09-23 17:08:51.080372,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,11,,0.0,6413cfb598399dc7fe1ae271,1,1,11,,0.0,,,,,,,,,,,,,,,1,1,11,,0.0,,,,,,,,,,1,1,11,,0.0,0,0,0,0,0,0,0,0,0,false,false,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a09af43c4ffd48e8da7d,6413cfb598399dc7fe1ae271,APPROVED,Not Applicable,2024-09-23T17:08:48.718000Z,2024-09-23T17:21:25.470000Z,2024-09-23T17:21:40.051000Z,2024-09-23T17:21:26.578175Z,757.0,C1BTHULB,521,White,High school diploma/A-levels,20,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
7,12,jx3m8c0k,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:08:58.974468,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,12,,0.0,60fd00e1aef436cfec115076,1,1,12,,0.0,D,A,A,C,B,B,B,B,C,C,DAACBBBBCC,0.4,0.0,0.0,1,1,12,,0.0,noisy,explanation,Choice A,Pass,black,4.0,3.0,3.0,Pass Box,1,1,12,,0.0,1,0,1,0,0,0,0,0,0,Psychology and communications - worked in mental health counseling and nonprofits,No feedback - it was easy to follow ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a0a39056f1657a3ee7c9,60fd00e1aef436cfec115076,APPROVED,Not Applicable,2024-09-23T17:08:56.087000Z,2024-09-23T17:17:00.808000Z,2024-09-23T17:17:01.804000Z,2024-09-23T17:18:46.607839Z,485.0,C1BTHULB,443,White,Graduate degree (MA/MSc/MPhil/other),31,Female,White,United States,United States,United States,English,No,Full-Time
8,13,9gjejnl9,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:09:06.249695,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,13,,0.0,66ac666f3e030205c277b763,1,1,13,,0.0,D,A,A,A,C,C,A,B,B,B,DAAACCABBB,0.2,0.0,0.0,1,1,13,,0.0,noisy,explanation,Choice A,Fail,red,30.0,4.0,3.0,Pass Box,1,1,13,,0.0,0,0,1,0,0,0,0,0,0,"Accounting, math, Statistics; finance and Accounting Industry","I was not ready for math quizzes at all. However, I enjoyed the surprise. The study spoke of writing and not of math quizzes.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a09dadd8e1f5832ae540,66ac666f3e030205c277b763,APPROVED,Not Applicable,2024-09-23T17:08:58.945000Z,2024-09-23T17:27:17.762000Z,2024-09-23T17:27:18.762000Z,2024-09-23T17:27:18.670900Z,1099.0,C1BTHULB,24,Black/African American,Graduate degree (MA/MSc/MPhil/other),27,Male,Black,United States,United States,United States,English,Yes,Full-Time
9,14,s63thu0m,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:10:35.440231,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,14,,0.0,66d4c64bfb150855203753d9,1,1,14,,0.0,D,D,C,C,B,D,B,A,D,C,DDCCBDBADC,0.2,0.0,0.0,1,1,14,,0.0,noisy,explanation,Choice A,Fail,red,100.0,4.0,5.0,Fail Box,1,1,14,,0.0,0,0,1,0,0,0,0,0,0,Humanities,Confusing,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a0ff2037802f63d6ef35,66d4c64bfb150855203753d9,APPROVED,Not Applicable,2024-09-23T17:10:31.129000Z,2024-09-23T17:24:50.100000Z,2024-09-23T17:25:22.759000Z,2024-09-23T17:26:03.262202Z,859.0,C1BTHULB,18,Black/African American,Doctorate degree (PhD/other),32,Female,Black,United States,United States,United States,English,No,Full-Time
10,15,u4zl5g20,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-23 17:11:22.618858,1,,,0.0,,,,,,,,,,,,,,sfoam9ft,,,,,0,0.0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,1.0,15,,0.0,63ced3af73cfcbe94e6f4043,1,1,15,,0.0,C,D,A,B,C,D,C,B,A,C,CDABCDCBAC,0.1,0.0,0.0,1,1,15,,0.0,noisy,explanation,Choice A,Pass,black,5.0,3.0,1.0,Fail Box,1,1,15,,0.0,1,0,1,0,0,0,0,0,0,"Psychology, pharmaceuticals, anthropology, calculus, physics, etc.",none,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1a088e5e6ecf9aa6ef0ea,63ced3af73cfcbe94e6f4043,APPROVED,Not Applicable,2024-09-23T17:11:19.205000Z,2024-09-23T17:16:07.550000Z,2024-09-23T21:29:14.312000Z,2024-09-23T17:18:32.438907Z,289.0,C1BTHULB,891,White,Undergraduate degree (BA/BSc/other),26,Female,White,United States,United States,United States,English,No,Full-Time
